									事业部-SoldItem周报																						
1463509680	175292103	N	2014/8/25	Rose Gold Plated Rhinestone Crystal and Ivory Pear...	0	0	0	Y	ff80808138f48de701392948344155f5	broochseller	N	N	ff80808147f3158601480ac62e861be5	soso12	Y			Others	US	002	002008	002008013	002008013	Bridal Jewelry	bm%7C002008012%20Bridal%20Jewelry%7C%7Cremarketing%7CCriteo%7C%7C175292103%7CDC%7C%7C|www	36	2	8	36	36	36	
1463509766	195918926	N	2014/8/25	Free shipping high quality plastic buckle(100pcs/l...	一键达	0	1	Y	ff8080814511382801453fb7efb739c3	lovelywedding	N	N	ff80808147f316b701480ada37e12015	Jacquib	Y	seo|||organic|google|https|www	4	Others	AU	002	002010	002010165	002010165	Wedding Decorations	seo|||organic|google|https|www	27.28	1	100	27.28	27.28	27.28	
1463509793	153854254	Y	2014/8/25	2013 Custom Corset and Tulle Green/Pink Strapless ...	0	0	1	Y	ff80808135ead6a0013605f329826ace	promfantasy	N	N	ff80808147e8b13c0147ebd876c53e0a	Austin5	Y			Others	US	002	002009	002009174	002009174	Pageant Dresses		131.41	1	1	131.41	131.41	131.41	
1463509885	177384062	Y	2014/8/25	2014 Customer Made Sexy V-Neck Beading Sweep-Train...	0	0	1	Y	ff80808130ff27f001310320a18a2c06	andybrial	N	N	ff80808147f3155301480aed397a277d	Mbzowy	Y		4	Others	CA	002	002001	002001003	002001003	Sheath Wedding Dresses		174.79	1	1	174.79	174.79	174.79	
1463509890	179854815	N	2014/8/25	2014 Cheap Short Sleeves Navy Blue Chiffon Lace Br...	0	0	1	Y	ff808081405d730c0140cd08b86310cd	vonsbridaldress	N	N	ff808081476d6b5f01478a255367633d	Dani0608	N	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|t|Exact||m.dhgate.com	4	Others	US	002	002113	002113002	002113002	Bridesmaid Dress	bm|00%20DHgate%20e%20PS%20AW|23678861952|paid_search|adwords|dhgate|00%20DHgate%20PS%20AW|HC|t|Exact||m.dhgate.com	95	1	1	95	95	95	
1463510245	172948444	N	2014/8/25	2014 Vintage Cheap Ivory Sweetheart Beads Pleat Court Train Satin With Pocket Bridal Gown Dress for Wedding Bride Covered Button Custom Made	0	0	1	N	ff8080812eb8a311012ebd3401d041eb	sweet-life	N	N	ff80808147e8857001480a8a0f0f45f9	alep26	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	UY	002	002001	002001001	002001001	A-Line Wedding Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	190.86	1	1	134	134	190.86	
1463510282	172443782	N	2014/8/26	Free Shipping New Model Crystal Shining Beaded Hand Made Wedding Belt Bridal Sash With Crystal And Rhinestone Wedding Dress Sash Bridal Sash	0	0	1	Y	ff808081384bf422013850f78ca1367e	blissbridal	N	N	ff80808147e819d401480a8bec3d483a	afranke	Y	bm|172443782|002008-BridalAccessories|GMC|Adwords|pla|blissbridal|US|002008015-BridalSashes|www	End Consumer	Others	US	002	002008	002008014	002008014	Bridal Sashes & Belts	bm|172443782|002008-BridalAccessories|GMC|Adwords|pla|blissbridal|US|002008015-BridalSashes|www	39	1	1	39	39	39	
1463510291	179006331	N	2014/8/25	A-line Bridesmaid/Evening/Prom Dresses Empire One-shoulder Hand made flower Crystal Beaded Floor Length Chiffon Bridesmaid Dress	0	0	0	Y	ff8080813c6be4aa013c75bebb94462b	lucydong0424	N	N	ff80808144ab2d8b0144b0b6945e01f4	julz28x	N	seo|||organic|bing|cheap organza wedding dresses|www	End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress	seo|||organic|google|https|www	56.9	1	1	56.9	56.9	56.9	
1463510348	151085659	N	2014/8/25	Fast Shipping Dark Navy Halter Lace Top Knee Length Chiffon Bridesmaid Dress Party Dresses	0	0	1	N	ff80808138a2d15b0138c10a646b0a3e	missudress	N	N	ff80808147e8857001480a8f19ca4682	Bethgirl	Y		End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress		76.87	1	1	54.6	54.6	76.87	
1463510391	183699980	N	2014/8/25	2014 new Favor Holders Vintage Fashion Printing Linen Pouches 5 styles Wedding Party Candy Chocolate Present Gift Guess Bags pocket	0	0	1	Y	ff80808136bff0070136d3cf1ce0031d	trust98	N	N	ff808081428e4a1501428eb9587107ab	dl2628	Y	seo|||organic|google|https|www	End Consumer	Others	AU	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https|www	19.5	50	50	19.5	19.5	19.5	
1463510395	200399182	N	2014/8/25	Light Blue Cheap Homecoming Dresses A Line Sweetheart Beaded Chiffon Short Prom Gowns	0	0	1	Y	ff808081276a1efa01277440b5f40694	weddingfactory	N	N	ff80808147a1518b0147d7e2eba01f79	Mookers7	Y		End Consumer	Others	US	002	002009	002009006	002009006	Homecoming Dresses		104.1	1	1	104.1	104.1	104.1	
1463510532	180309359	N	2014/8/25	2014 Ball Gown Pick-up Organza Quinceanera Dresses Sweetheart Lace Up Back Floor Length Vintage Prom Graduation Dresses 88062	0	0	1	Y	ff8080811f4301cf011f443f161d5407	hot-wind	N	N	ff8080813c66733c013c839ca9ff6fd8	jennyg	N	bm|104012000000 TabletPC Wholesale KC PS AW|16444932055|paid_search|adwords|tablet wholesale|104012000000 TabletPC KC PS AW|PXY||104012000000|	Purchase for company	银牌	US	002	002009	002009008	002009008	Quinceanera Dresses		174.07	1	1	174.07	174.07	174.07	
1463510550	168074480	Y	2014/8/25	New Arrival Stunning Black Strapless Sweetheart Neckline Beaded Ruched Bodice Satin Cocktail Dress Homecoming/Party Dress	0	0	0	Y	ff80808127dc3fd20127ea81f7a43a23	lovely1978	N	N	ff8080813311b72c01331a38ca5b7949	Tash	Y			Others	NZ	002	002009	002009002	002009002	Prom Dresses		13.37	1	1	13.37	13.37	13.37	
1463510552	202938348	Y	2014/8/25	Plus Size Women&#039;s Sexy Lingerie Pajamas Red Lace Rope Sleepwear Ladies Underwear Costume With G-String 423	0	0	0	Y	ff8080814641fd34014647d079e408b7	sobeauty	N	N	ff8080813311b72c01331a38ca5b7949	Tash	Y			Others	NZ	002	002009	002009010	002009010	Chinese Dresses,Cheongsam		12.91	1	1	12.91	12.91	12.91	
1463510554	192389831	Y	2014/8/25	3 colors Sexy Women Chiffon Backless Sling Strap Back Club Mini Party Dress Wholesale Hot	0	0	1	Y	ff808081405d70830140d4e672501b93	facebook58	N	N	ff8080813311b72c01331a38ca5b7949	Tash	Y			Others	NZ	002	002009	002009002	002009002	Prom Dresses		10.4	1	1	10.4	10.4	10.4	
1463510739	202418650	Y	2014/8/25	Custom-Made 2014 Mermaid NEW Strapless Trumpet All Over Lace and Beaded Gown Style CMB619 Wedding Dresses	0	0	1	Y	ff80808147102daf01472040f38d189f	weddinggirles	N	N	ff80808147f315530147f63b49ce3d54	jolinqjones	Y		4	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses	bm|00 DHgate e PS AW|39043431912|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact|	203.53	1	1	203.53	203.53	203.53	
1463510806	204235055	Y	2014/8/25	Glittery Sliver Squins Broad Straps Knee Length Sheath Skirt Mother of the Bride Dress with Jacket Women Formal Suits Cocktail Party Dresses	0	0	1	Y	ff80808147102e8d0147190700370ac9	tiffanybridal	N	N	ff80808147e886960147ecd305e56e50	helsgate	N		End Consumer	Others	AU	002	002003	002003	002003	Mother of the Bride Dresses		139.44	1	1	139.44	139.44	139.44	
1463510993	180580892	N	2014/8/25	Sexy Fashion Sequins Beads Scoop Plus Size Ankle Length Chiffon Mother Of The Bride Dresses Gorgeous Party Dresses With Long Sleeves Jacket	0	0	1	Y	ff8080813e4ab64b013e6ef876c36516	wedding_mall	N	N	ff80808147e8868301480aa84ead3ba4	juliekley	Y	bm|180580892|002003-MotheroftheBrideDresses|GMC|Adwords|pla|wedding_mall|US|002003-MotheroftheBrideDresses|c||0HRF||www	End Consumer	Others	US	002	002003	002003	002003	Mother of the Bride Dresses	bm|180580892|002003-MotheroftheBrideDresses|GMC|Adwords|pla|wedding_mall|US|002003-MotheroftheBrideDresses|c||0HRF||www	140.34	1	1	140.34	140.34	140.34	
1463511174	202779867	Y	2014/8/25	Free Shipping 2014 NEW! V Neck Sleeveless Chiffon Column A-Line Dress Style VW360027 Bridesmaid Dresses	一键达	0	1	Y	ff80808147102daf01472040f38d189f	weddinggirles	N	N	ff8080814767e9710147843b26ba00f5	FLora	N	seo|||organic|google|	End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress	bm|168806905|018008-Makeup|GMC|Adwords|dyn|agood|US|018008008-EyeShadow|t|OSLNBH|0LRF||www	135.23	1	1	135.23	135.23	135.23	
1463511243	173966436	N	2014/8/25	2014 Sexy Silver Bridesmaid Dresses Lace Sequins Beads Cap Sleeves V-Neck Chiffon Bridesmaid Dress BO2673	0	0	1	Y	ff8080811f457a96011f504c1ea652b4	bestdeals	N	N	ff80808147e819c101480aaf65bf5126	Poopsie bum	Y	seo|||organic|google||www	End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress	seo|||organic|google||www	79.23	1	1	79.23	79.23	79.23	
1463511359	175806836	N	2014/8/25	Wholesale 100PCS 9x12cm Dark Blue Sheer Organza Wedding Favour Gift Bag Jewelry Gift Pouch Bags	0	0	0	Y	ff80808122b07efd0122b0ebe477097a	kendingji	N	N	ff80808147e819c101480ab18bdf5161	Chloe Kilian	Y	seo|||organic|google||www	End Consumer	Others	US	002	002010	002010008	002010008	Favor Holders	seo|||organic|google||www	12.5	1	100	12.5	12.5	12.5	
1463511456	159253690	N	2014/8/25	Halter V Neck Crystal Bead Ruffled Organza Ball Gown Princess Girl Infantpageant Dresses Zipper H596	0	0	1	Y	ff8080813d1f856d013d2056f8b50ac5	kissbridal001	N	N	ff80808147e819bf01480ab44bee4ad8	Constancelove95	Y	bm|002009000000 Girls Pageant Dress US PS AW|33956745655|paid_search|adwords|little girl pageant gowns|002009000000 Special Occasion Dresses US PS AW|ZDI|c|b|002009000000||www	End Consumer	Others	US	002	002114	002114002	002114002	Girl's Pageant Dresses	bm|002009000000 Girls Pageant Dress US PS AW|33956745655|paid_search|adwords|little girl pageant gowns|002009000000 Special Occasion Dresses US PS AW|ZDI|c|b|002009000000||www	130.89	1	1	130.89	130.89	130.89	
1463511504	183807667	Y	2014/8/25	2014 spring fashion new design collection tea length purple chiffon mother of the bride dresses half sleeve sequins beads zipper simple	0	0	1	Y	ff80808142554ea20142df8c38653d73	alberta_dress	N	N	ff80808147a151820147bdcd66bc6998	Tuanh	N	seo|||organic|google|https|www	End Consumer	Others	CA	002	002003	002003	002003	Mother of the Bride Dresses	seo|||organic|google|https|www	85	1	1	85	85	85	
1463511690	191702011	Y	2014/8/25	Champagne Tulle Bateau Wedding Dresses 2015 Lace Beaded A-Line Sweep Train Cheap Long Sleeves Cheap Bridal Gowns Ersa Atelier Amina E815a	0	0	1	Y	ff80808141c025710141fd0ff99e5175	iubride	N	N	ff80808147e8869601480abd79d83d19	amcgray	Y	seo|||organic|google||www	End Consumer	Others	US	002	002001	002001005	002001005	Empire Wedding Dresses	seo|||organic|google||www	170.46	1	1	170.46	170.46	170.46	
1463511693	193129927	Y	2014/8/25	2015 Wedding Dresses A-Line Scalloped Tulle Lace Bridal Gowns Appliques Jacket Backless Half Sleeves by Ersa Atelier	0	0	1	Y	ff8080814221bcf0014254a2890c374c	gracedressonline	N	N	ff80808147e8869601480abd79d83d19	amcgray	Y	seo|||organic|google||www	End Consumer	Others	US	002	002001	002001001	002001001	A-Line Wedding Dresses	seo|||organic|google||www	169.99	1	1	169.99	169.99	169.99	
1463511695	187952379	Y	2014/8/25	Ersa Atelier Sheath Wedding Dresses 2014 Fashion new High neck Half Sleeve Beads Lace Bridal Gowns With Removable Chapel Train Tulle	0	0	1	Y	ff80808142554eaa014255885c8f00bb	queenwedding	N	N	ff80808147e8869601480abd79d83d19	amcgray	Y	seo|||organic|google||www	End Consumer	Others	US	002	002001	002001003	002001003	Sheath Wedding Dresses	seo|||organic|google||www	408.82	1	1	179.78	408.82	179.78	
1463511695	201356416	Y	2014/8/25	Ersa Atelier 2014 New High Neck Mermaid half Sleeves Beads Lace Wedding Dresses Bridal Gowns with Detachable Tulle Skirt	0	0	1	Y	ff80808142554eaa014255885c8f00bb	queenwedding	N	N	ff80808147e8869601480abd79d83d19	amcgray	Y	seo|||organic|google||www	End Consumer	Others	US	002	002001	002001001	002001001	A-Line Wedding Dresses	seo|||organic|google||www	408.82	1	1	229.04	408.82	229.04	
1463511761	178900723	N	2014/8/25	Black Red Traditional Chinese Dress Women's V-Neck Cheong-sam Mini Qipao Clothing Flower S M L XL XXL XXXL D-1128	一键达	0	0	Y	ff808081311bedca01312395037c50ce	allstars	N	N	ff80808147a151490147e6b2691b3fd7	ckuang	Y	seo|||organic|google||www	End Consumer	Others	CA	002	002009	002009010	002009010	Chinese Dresses,Cheongsam	seo|||organic|google||www	32.66	2	2	32.66	32.66	32.66	
1463511776	150307111	N	2014/8/25	2014 Sexy zuhair murad Long Sleeves Prom Dresses Lace Black Evening Dresses Celebrity Dresses	0	0	1	N	ff8080811f457b8c011f56709bc04543	babyonline	N	N	ff808081444f48a6014452812bda552c	mariaprieto	N	seo|||organic|google|https|www	End Consumer	Others	MX	002	002009	002009001	002009001	Evening Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	174.15	1	1	138.24	138.24	174.15	
1463511890	137453115	N	2014/8/25	Custom Made Slim Fit Two Buttons Light Grey Groom Tuxedos Notch Lapel Best Man Groomsmen Men Wedding Suits (Jacket+Pants+Tie+Vest) AA:01	0	0	1	Y	ff8080811b2ae53c011b2d6f913c2949	finished123	N	N	ff80808147e819bf01480ac5289a4c40	Andrew P	Y		End Consumer	Others	US	002	002007	002007001	002007001	Groom Tuxedos		93.3	1	1	93.3	93.3	93.3	
1463511898	201595567	Y	2014/8/25	Top ! Hot Sale 2014 A Line One shoulder applique beaded Chiffon Short Prom Dress Homecoming Dress Bridesmaid Dress Custom Made Plus Size	0	0	0	Y	ff8080813f5c956d013f603987c90519	aijiayi	N	N	ff80808147e8867e01480ac57ff140e2	jaci214	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	US	002	002009	002009002	002009002	Prom Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact|	63.64	1	1	63.64	63.64	63.64	
1463511899	167686410	N	2014/8/26	custom made dress Black and red wedding gown beads appliques bow sash ruffles A line wedding dress MK 21113	0	0	1	Y	ff8080811f45796a011f50e27d8d01c6	bestoffers	N	N	ff8080814710e928014746f55c900a73	queenchyna	Y	seo|||organic|google|https|www	4	Others	US	002	002001	002001001	002001001	A-Line Wedding Dresses	bm|aff|cj|1348619	218.55	1	1	179.55	179.55	218.55	
1463511949	181449923	N	2014/8/25	2014 Cute Short Prom Dresses Pink High Neck Beaded Applique See Through Cheap Junior Girls Graduation Dresses Party Dresses Homecoming Gowns	0	0	1	Y	ff8080812eb8a311012ebd3401d041eb	sweet-life	N	N	ff80808147e8868301480ac8333d3e42	MC Enroe	Y		End Consumer	Others	US	002	002009	002009002	002009002	Prom Dresses		99.44	1	1	99.44	99.44	99.44	
1463511959	187583318	N	2014/8/25	2014 New Arrival High Neck Long Sleeve Criss Cross Backless Royal Blue Evening Party Dresses Sexy Mermaid Prom Gowns	0	0	1	Y	ff80808143574d7201435c8314dd0498	chensudress	N	N	ff808081449a9aef0144a7312c890023	jujuleger	N	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate online store|00 DHgate PS AW|HC|c|Exact||www	End Consumer	Others	US	002	002009	002009002	002009002	Prom Dresses	seo|||organic|google|https	94.57	1	1	94.57	94.57	94.57	
1463512022	196753883	N	2014/8/26	2014 New Charming Homecoming Dresses With Crew Beads Crystal Backless Cap Sleeve A Line Short Light Sky Blue Prom Party Cocktail Gowns	0	0	1	Y	ff8080812e7a6478012e7f59e621328d	ourfreedom	N	N	ff8080814121272b0141231104fb248e	missymeli97	N		End Consumer	Others	US	002	002009	002009006	002009006	Homecoming Dresses	bm|aff|cj|2025874	95.46	1	1	95.46	95.46	95.46	
1463512080	202692393	Y	2014/8/25	2014 New Arrival Lace Wedding Dress Off-the-shoulder Neckline Floor Length Long Sleeves Bridal Gown Custom made EM02871	0	0	1	Y	ff80808145112c1e01453aa65366334f	bridalmuse	N	N	ff80808147e8869601480acee47d3e7f	NiTh	Y	seo|||brand|google|http://www.dhgate.com/product/wholesale-2014-elegant-wedding-dresses-lace/203873939.html#s1-3-7|2926409533|www	End Consumer	Others	US	002	002001	002001001	002001001	A-Line Wedding Dresses	seo|||brand|google|http://www.dhgate.com/product/wholesale-2014-elegant-wedding-dresses-lace/203873939.html#s1-3-7|2926409533|www	193.19	1	1	193.19	193.19	193.19	
1463512122	201426960	Y	2014/8/25	Wedding Suits for Men 5 Pieces( one coat, one trousers, one inner vest, one shirt, one tie) TM1106 mens suits and tuxedos	0	0	0	Y	ff80808142554e140143299da68137cf	topjerseysstore	N	N	ff80808147e886930147f9d63c5d0afd	Allbert	Y	bm|137453115|002007-GroomWear|www	End Consumer	Others	US	002	002007	002007001	002007001	Groom Tuxedos	bm|aff|cj|5397162	77.28	1	1	77.28	77.28	77.28	
1463512154	199985306	Y	2014/8/25	Sexy Mint Lace Up Corset Strapless Tulle Short Homecoming/Prom Dresses 2014/2015 Ruched Cocktail Gowns	0	0	1	Y	ff8080813d7c96bf013d9567de49697f	flodo	N	N	ff80808147e8867e01480ad2076241d2	marcilee	Y		End Consumer	Others	US	002	002009	002009006	002009006	Homecoming Dresses		100	1	1	100	100	100	
1463512158	184455511	N	2014/8/25	Custom Made Little Men Black One Buttons Suits Notch Lapel Boy's Kids Formal Occasion 2014 New Design Wedding Party Tuxedos DL1310956	0	0	1	Y	ff80808142554eaa01426f6c0cde120a	weddingmuse	N	N	ff8080814767df9801478978994c670c	CharPickett	N	seo|||organic|aol|Wholesale - Gorgeous Beaded Pnina Tornai Ball Gown Bling Wedding Dresses 4019 Satin Sweetheart Jeweled Corset|www	End Consumer	Others	US	002	002005	002005	002005	Boys' Formal Occasion		70.46	1	1	70.46	70.46	70.46	
1463512168	179758371	N	2014/8/25	2014 Fascinating White Lace Wedding Dresses Bateau Neck Long Sleeves Backless Sexy Vintage Mermaid Court Train Bridal Gowns	0	0	1	Y	ff80808130e59d910130ee9de26f42e9	kissbridal	N	N	ff80808147e8869601480ad2e9883ed0	libby-24	Y	bm|179758371|002002-WeddingDresses|GMC|Adwords|pla|kissbridal|US|002002004-MermaidWeddingDresses|c|OSHNBH|3HRF||www	Purchase for company	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses	bm|179758371|002002-WeddingDresses|GMC|Adwords|pla|kissbridal|US|002002004-MermaidWeddingDresses|c|OSHNBH|3HRF||www	152.39	1	1	152.39	152.39	152.39	
1463512234	162030688	N	2014/8/25	One button Charcoal Groom Tuxedos Best Man Suits Groomsmen Men Wedding Suits (Jacket+Pants+Vest+Tie) OK:324	0	0	1	Y	ff8080811a8cb5fb011a8fb87368068b	handbag1969--	N	N	ff80808147a155380147bb502b573713	jenmillz	N	seo|||organic|google|	End Consumer	Others	CA	002	002007	002007001	002007001	Groom Tuxedos	seo|||organic|google|https|www	106	1	1	106	106	106	
1463512266	197185160	Y	2014/8/25	2014 New Arrival Plus Size Crystal Evening Dresses XL Womens Ribbon Deep V Neck Floor Length Purple Sleeveless Party Prom Formal Gowns	0	0	1	Y	ff808081467f626f0146844d1ca50689	flip_zone	N	N	ff80808147e8869601480ad941333f3c	mari2002	Y	seo|||organic|google||www	End Consumer	Others	US	002	002009	002009171	002009171	Plus Size Special Occasion Dresses	seo|||organic|google||www	119.9	1	1	119.9	119.9	119.9	
1463512415	170650573	N	2014/8/25	Fast Delivery! Grace Karin One Shoulder Knee-length Ruffles Chiffon Bridesmaid Party Dress	0	0	1	N	ff8080813b6a75e5013b6ed548c130b5	share_beauty	N	N	ff80808147e819da01480adccf064b76	Nina Koch	Y		End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress		104.73	1	1	72.73	72.73	104.73	
1463512428	176814467	Y	2014/8/25	Floral Paper Candy Boxes 2013 Purple Laser-cut Wedding Favors Box Chocolate Gift Box 112710	0	0	0	Y	ff8080813479d88d013496b015d25af5	fashiongiftshop	N	N	ff808081451c5a87014529b19d83545f	Social girlie 2014	N	bm|00 DHgate Sitelink Wedding PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|ZJ||www	End Consumer	Others	US	002	002010	002010008	002010008	Favor Holders		72	1	100	72	72	72	
1463512503	200773798	N	2014/8/25	this link for a jacket	0	0	1	Y	ff8080811a8cb5fb011a8fb87368068b	handbag1969--	N	N	ff80808145a7c4530145a94dd66c231e	britb229	N	seo|||organic|google||www	End Consumer	Others	US	002	002007	002007001	002007001	Groom Tuxedos	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|t|Exact|	50	1	1	50	50	50	
1463512514	201173219	Y	2014/8/25	2014 Red lace backless High Colar Short Sleeves Open Back Lace Sheath Cheongsam Wedding Dresses mermaid sheath high quality new design new	0	0	1	Y	ff80808142554ea20142df8c38653d73	alberta_dress	N	N	ff80808147e8869301480adfb00a4976	jennzie	Y	bm|00 Buy China e PS AW|22412655748|paid_search|adwords|buy china|00 Buy China PS AW|HC|t|Exact|	End Consumer	Others	US	002	002001	002001006	002001006	Other Wedding Dresses	bm|00 Buy China e PS AW|22412655748|paid_search|adwords|buy china|00 Buy China PS AW|HC|t|Exact|	135.24	1	1	135.24	135.24	135.24	
1463512532	188991975	N	2014/8/25	Hot Sale High Quality Write, Ivory Fingerless Short Paragraph Elegant Rhinestone Bridal Wedding Gloves Wholesale Free Shipping	0	0	0	Y	ff80808144f2e4940145027286b31ae0	fanxiaoxiao	N	N	ff8080814564d451014567b1e50d446c	LadyKimberlys	Y	bm|00 DHgate e PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact||www	Reseller	Others	US	002	002008	002008001	002008001	Bridal Gloves	seo|||organic|google||www	13.98	2	2	13.98	13.98	13.98	
1463512533	203404360	Y	2014/8/25	New Elegant Fingerless Gloves Lace Up Wedding Bridal Gloves Accessory Beaded Lace Gloves Cheap Free Shipping	0	0	0	Y	ff80808147579e180147a59092a2657b	chanelbridal	N	N	ff8080814564d451014567b1e50d446c	LadyKimberlys	Y	bm|00 DHgate e PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact||www	Reseller	Others	US	002	002008	002008001	002008001	Bridal Gloves	seo|||organic|google||www	18.2	2	2	18.2	18.2	18.2	
1463512534	171587513	N	2014/8/25	Wholesale - Beautiful short Lace Bridal Glove Wedding Gloves also for prom glove Half finger	0	0	1	Y	ff8080811a95f1f6011aa05de2896f5c	earlybirdno1	N	N	ff8080814564d451014567b1e50d446c	LadyKimberlys	Y	bm|00 DHgate e PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact||www	Reseller	Others	US	002	002008	002008001	002008001	Bridal Gloves	seo|||organic|google||www	17.58	3	3	17.58	17.58	17.58	
1463512535	166718769	N	2014/8/25	2014 Fall Cheap Bridal Accessories Fingerless Pearl Lace Satin Cheap Wedding White Bridal Gloves RT012	0	0	1	Y	ff8080813976aa640139adf311244dec	sweetdresses	N	N	ff8080814564d451014567b1e50d446c	LadyKimberlys	Y	bm|00 DHgate e PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact||www	Reseller	Others	US	002	002008	002008001	002008001	Bridal Gloves	seo|||organic|google||www	19.12	2	2	9.56	19.12	9.56	
1463512535	166719290	N	2014/8/25	Hot Selling white Bridal Gloves Bud silk embroidery Wedding jewelry Pure white fingerless gloves RT013	0	0	1	Y	ff8080813976aa640139adf311244dec	sweetdresses	N	N	ff8080814564d451014567b1e50d446c	LadyKimberlys	Y	bm|00 DHgate e PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact||www	Reseller	Others	US	002	002008	002008001	002008001	Bridal Gloves	seo|||organic|google||www	19.12	2	2	9.56	19.12	9.56	
1463512536	156471850	N	2014/8/25	Free Shipping! In Stock !10&quot; White Ivory Wedding Party Fingerless Pearl Lace Satin Bridal Gloves G1	0	0	1	Y	ff808081377da51f0137922a10975f7a	promtime	N	N	ff8080814564d451014567b1e50d446c	LadyKimberlys	Y	bm|00 DHgate e PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact||www	Reseller	Others	US	002	002008	002008001	002008001	Bridal Gloves	seo|||organic|google||www	7.08	2	2	7.08	7.08	7.08	
1463512684	203268096	Y	2014/8/25	Halter Black Organza Sleeveless Floor-Length Ball Gown Flower Girl Dresses	0	0	0	Y	ff808081172019ae0117309b9c982ffb	zhoushop888	N	N	ff80808147e818cc01480ae4dc885cc8	avivaeinhorn	Y		End Consumer	Others	US	002	002114	002114001	002114001	Flower Girls' Dresses		94.21	1	1	94.21	94.21	94.21	
1463512685	204532748	Y	2014/8/25	New Arrivals Beading Princess Ball Gown flower girls dresses Long 2014 Girl&#039;s Pageant Dresses 13332	0	0	0	Y	ff808081172019ae0117309b9c982ffb	zhoushop888	N	N	ff80808147e818cc01480ae4dc885cc8	avivaeinhorn	Y		End Consumer	Others	US	002	002114	002114001	002114001	Flower Girls' Dresses		91.82	1	1	91.82	91.82	91.82	
1463512687	96061295	N	2014/8/25	Full Refund Guarantee short sleeve chapel train chiffon evening dress GA107	0	0	1	Y	ff808081206c63eb01207fbc8aa35e26	one-stopos	N	N	ff80808134d50507013537a771e662e2	Phoo	N	txd|organic|google|silver bridesmaid dresses		Others	US	002	002009	002009003	002009003	Celebrity Dresses	bm|00 DHgate e PS MAC|3083680857|paid_search|adcenter|dhgate|00 DHgate PS MAC|bing||00|	138.43	1	1	138.43	138.43	138.43	
1463512695	196041779	N	2014/8/25	1 jacket	0	0	1	Y	ff80808124e7bdbe0124e83e679f195a	wholesalers888	N	N	ff8080814758942701475959fdcd0eab	shadowhillsindustries	N	seo|||organic|google||www	End Consumer	Others	US	002	002007	002007001	002007001	Groom Tuxedos	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dh.gate|00 DHgate PS AW|HC|c|Exact|	130	2	2	130	130	130	
1463512754	180161594	N	2014/8/25	Personalised Ribbon Custom Logo Printed Branding Ribbon Valentine Easter Birthday Wedding Decoration DIY silk Ribbon	0	0	1	Y	ff80808136bff0070136d3cf1ce0031d	trust98	N	N	ff8080812316902101231ea9c1e545f9	geod	N		End Consumer	Others	AU	002	002010	002010174	002010174	Personalized Wedding Favors		48	1	100	48	48	48	
1463512826	161532698	N	2014/8/25	Hot Sale! Luxury and Elegant Women Lace Silk Slim Chinese Long Cheongsam Dress Improved Red Short Sleeve Bridal Dress 4 sizes	0	0	1	Y	ff8080813af368a8013b1ce91bfd3c63	elitewin	N	N	ff80808147e819c101480aebbc6056fc	Shireen72	Y	seo|||organic|google|https|www	End Consumer	Others	US	002	002009	002009010	002009010	Chinese Dresses,Cheongsam	seo|||organic|google|https|www	87.91	1	1	87.91	87.91	87.91	
